0	19	True
0	99	True
0	140	True
0	191	True
0	385	True
0	464	True
0	495	True
0	507	True
0	580	True
0	638	True
0	660	True
0	748	True
0	774	True
0	865	True
0	1151	True
0	1174	True
0	1227	True
0	1247	True
0	1249	True
0	1305	True
1	125	True
1	292	True
1	495	True
1	507	True
1	629	True
1	729	True
1	759	True
1	1005	True
1	1075	True
1	1131	True
1	1138	True
1	1149	True
1	1170	True
1	1177	True
1	1222	True
1	1274	True
1	1292	True
1	1306	True
2	7	True
2	263	True
2	292	True
2	331	True
2	734	True
2	972	True
2	1004	True
2	1132	True
2	1151	True
2	1263	True
2	1274	True
2	1340	True
3	99	True
3	211	True
3	212	True
3	214	True
3	237	True
3	404	True
3	507	True
3	510	True
3	594	True
3	604	True
3	648	True
3	776	True
3	777	True
3	874	True
3	915	True
3	959	True
3	1071	True
3	1171	True
3	1209	True
3	1328	True
4	1	True
4	41	True
4	187	True
4	212	True
4	357	True
4	404	True
4	464	True
4	505	True
4	507	True
4	581	True
4	635	True
4	874	True
4	988	True
4	1071	True
4	1230	True
4	1231	True
4	1258	True
4	1263	True
4	1274	True
4	1393	True
5	93	True
5	126	True
5	132	True
5	154	True
5	203	True
5	208	True
5	284	True
5	334	True
5	336	True
5	359	True
5	581	True
5	604	True
5	773	True
5	1128	True
5	1138	True
5	1177	True
5	1209	True
5	1230	True
5	1263	True
5	1266	True
5	1308	True
5	1381	True
6	88	True
6	132	True
6	203	True
6	255	True
6	337	True
6	380	True
6	483	True
6	730	True
6	755	True
6	758	True
6	852	True
6	921	True
6	1042	True
6	1211	True
6	1257	True
6	1259	True
6	1262	True
6	1263	True
6	1338	True
7	99	True
7	125	True
7	132	True
7	135	True
7	154	True
7	336	True
7	441	True
7	450	True
7	507	True
7	723	True
7	729	True
7	780	True
7	1078	True
7	1131	True
7	1143	True
7	1177	True
7	1299	True
7	1307	True
7	1349	True
7	1352	True
7	1366	True
8	204	True
8	231	True
8	260	True
8	273	True
8	274	True
8	476	True
8	507	True
8	540	True
8	619	True
8	703	True
8	735	True
8	754	True
8	1076	True
8	1280	True
8	1328	True
8	1348	True
8	1352	True
8	1401	True
9	87	True
9	94	True
9	182	True
9	219	True
9	220	True
9	230	True
9	505	True
9	666	True
9	814	True
9	897	True
9	994	True
9	1054	True
9	1060	True
9	1106	True
9	1149	True
9	1177	True
9	1189	True
9	1259	True
9	1263	True
9	1291	True
9	1304	True
9	1317	True
10	59	True
10	99	True
10	203	True
10	211	True
10	623	True
10	645	True
10	724	True
10	729	True
10	812	True
10	1049	True
10	1149	True
10	1170	True
10	1177	True
10	1203	True
10	1257	True
10	1301	True
10	1306	True
10	1314	True
10	1381	True
10	1387	True
11	2	True
11	51	True
11	246	True
11	464	True
11	502	True
11	505	True
11	636	True
11	702	True
11	783	True
11	843	True
11	935	True
11	1042	True
11	1118	True
11	1174	True
11	1299	True
11	1305	True
